,App,Category,Rating,Reviews,Size,Installs,Type,Content Rating,Genres,Initialrelease
1869,Candy Crush Saga,BEAUTY,4.4,22430188,74M,26737,Free,Youth,Casual,2021
1870,ROBLOX,BEAUTY,4.5,4449910,67M,38078,Free,Youth,Adventure;Action & Adventure,2021
1871,8 Ball Pool,BEAUTY,4.5,14201891,52M,45564,Free,Youth,Sports,2021
1872,Subway Surfers,BEAUTY,4.5,27725352,76M,38916,Free,Youth,Arcade,2021
1873,Candy Crush Soda Saga,BEAUTY,4.4,6199095,67M,35933,Free,Youth,Casual,2021
1874,Zombie Hunter King,BEAUTY,4.3,10493,50M,46852,Free,Children,Action,2021
1875,Bubble Shooter,BEAUTY,4.5,148945,46M,26043,Free,Youth,Casual,2021
1876,Toon Blast,BEAUTY,4.7,1351771,20M,37387,Free,Youth,Puzzle,2021
1877,Toy Blast,BEAUTY,4.7,1889582,20M,34027,Free,Youth,Puzzle,2021
1878,Clash Royale,BEAUTY,4.6,23136735,97M,20748,Free,Youth,Strategy,2021
1879,Clash of Clans,BEAUTY,4.6,44893888,98M,40744,Free,Youth,Strategy,2021
1880,Farm Heroes Saga,BEAUTY,4.4,7614415,70M,28172,Free,Youth,Casual,2021
1881,Plants vs. Zombies FREE,BEAUTY,4.4,4067651,69M,47056,Free,Youth,Strategy,2021
1882,Word Search,BEAUTY,4.7,295576,3.9M,35484,Free,Youth,Word,2021
1883,Block Puzzle,BEAUTY,4.6,59907,7.8M,47069,Free,Youth,Puzzle,2021
1884,Super Jim Jump - pixel 3d,BEAUTY,4.5,10460,18M,39857,Free,Youth,Arcade,2021
1885,Pou,BEAUTY,4.3,10486018,24M,39529,Free,Youth,Casual,2021
1886,Temple Run 2,BEAUTY,4.3,8119151,62M,49384,Free,Youth,Action,2021
1887,Flow Free,BEAUTY,4.3,1295625,11M,47284,Free,Youth,Puzzle,2021
1888,Homescapes,BEAUTY,4.6,3093932,20M,21958,Free,Youth,Casual,2021
1889,Wordscapes,BEAUTY,4.8,230849,87M,32547,Free,Youth,Word,2021
1890,My Talking Angela,BEAUTY,4.5,9883367,99M,46280,Free,Youth,Casual,2021
1891,slither.io,BEAUTY,4.4,5235294,20M,38973,Free,Youth,Action,2021
1892,Cooking Fever,BEAUTY,4.5,3198176,82M,40471,Free,Youth,Arcade,2021
1893,Yes day,BEAUTY,4.5,10055521,94M,46277,Free,Youth,Casual,2021
1894,Gardenscapes,BEAUTY,4.6,4129665,20M,47671,Free,Youth,Casual,2021
1895,Fishdom,BEAUTY,4.6,2158580,20M,46188,Free,Youth,Puzzle,2021
1896,Galaxy Attack: Alien Shooter,BEAUTY,4.6,506593,20M,20384,Free,Youth,Arcade,2021
1897,Score! Hero,BEAUTY,4.6,5419676,96M,42410,Free,Youth,Sports,2021
1898,Zombie Catchers,BEAUTY,4.7,990723,75M,46330,Free,Youth,Action,2021
1899,Magic Tiles 3,BEAUTY,4.5,592504,20M,48833,Free,Youth,Music,2021
1900,Jewels Star: OZ adventure,BEAUTY,4.5,21892,14M,24108,Free,Youth,Puzzle,2021
1901,Granny,BEAUTY,4.5,1138239,59M,43920,Free,Teen,Arcade,2021
1902,Dream League Soccer 2018,BEAUTY,4.6,9883806,74M,45090,Free,Youth,Sports,2021
1903,Sweet Fruit Candy,BEAUTY,4.5,197540,29M,48986,Free,Youth,Puzzle,2021
1904,Fruits Bomb,BEAUTY,4.4,74695,17M,44282,Free,Youth,Casual,2021
1905,Angry Birds Classic,BEAUTY,4.4,5566889,97M,38652,Free,Youth,Arcade,2021
1906,Talking Tom Gold Run,BEAUTY,4.6,2698882,78M,26024,Free,Youth,Action,2021
1907,Bowmasters,BEAUTY,4.7,1535973,20M,33482,Free,Teen,Action,2021
1908,My Talking Tom,BEAUTY,4.5,14892469,20M,48907,Free,Youth,Casual,2021
1909,Hill Climb Racing,BEAUTY,4.4,8923818,63M,48456,Free,Youth,Racing,2021
1910,Sniper 3D Gun Shooter: Free Shooting Games - FPS,BEAUTY,4.6,7674252,20M,44845,Free,Children,Action,2021
1911,Pixel Art: Color by Number Game,BEAUTY,4.7,1125438,25M,38752,Free,Youth,Puzzle,2021
1912,Shoot Bubble - Fruit Splash,BEAUTY,4.6,29445,29M,39303,Free,Youth,Casual,2021
1913,Rider,BEAUTY,4.5,655145,72M,21510,Free,Teen,Arcade,2021
1914,Zombie Tsunami,BEAUTY,4.4,4921451,20M,47694,Free,Youth,Arcade,2021
1915,Garena Free Fire,BEAUTY,4.5,5476569,53M,26908,Free,Teen,Action,2021
1916,Doodle Jump,BEAUTY,4.3,1083571,20M,24796,Free,Youth,Arcade,2021
1917,Subway Surfers,BEAUTY,4.5,27725352,76M,23689,Free,Youth,Arcade,2021
1918,Helix Jump,BEAUTY,4.2,1500999,33M,40169,Free,Youth,Action,2021
1919,Crossy Road,BEAUTY,4.5,4230886,60M,32165,Free,Youth,Action,2021
1920,Temple Run 2,BEAUTY,4.3,8119154,62M,31564,Free,Youth,Action,2021
1921,slither.io,BEAUTY,4.4,5235294,20M,31321,Free,Youth,Action,2021
1922,Bowmasters,BEAUTY,4.7,1535973,20M,36037,Free,Teen,Action,2021
1923,Talking Tom Gold Run,BEAUTY,4.6,2698889,78M,25608,Free,Youth,Action,2021
1924,Zombie Catchers,BEAUTY,4.7,990663,75M,31935,Free,Youth,Action,2021
1925,Sniper 3D Gun Shooter: Free Shooting Games - FPS,BEAUTY,4.6,7674252,20M,48304,Free,Children,Action,2021
1926,Swamp Attack,BEAUTY,4.4,2119218,70M,35005,Free,Youth,Action,2021
1927,Earn to Die 2,BEAUTY,4.6,1327265,99M,23839,Free,Teen,Racing,2021
1928,Miraculous Ladybug & Cat Noir - The Official Game,BEAUTY,4.5,184210,99M,45135,Free,Youth,Action,2021
1929,Kick the Buddy,BEAUTY,4.3,1003269,20M,47175,Free,Teen,Action,2021
1930,Hungry Shark World,BEAUTY,4.5,1242855,27M,42861,Free,Teen,Action,2021
1931,Dude Perfect 2,BEAUTY,4.5,401425,70M,26555,Free,Youth,Action,2021
1932,Shadow Fight 2,BEAUTY,4.6,10979062,88M,20640,Free,Youth,Action,2021
1933,Alto's Adventure,BEAUTY,4.6,515657,63M,25103,Free,Youth,Action,2021
1934,DEER HUNTER 2018,BEAUTY,4.3,955656,82M,26756,Free,Teen,Action,2021
1935,DRAGON BALL LEGENDS,BEAUTY,4.6,337913,48M,32562,Free,Teen,Action,2021
1936,DEAD TARGET: FPS Zombie Apocalypse Survival Games,BEAUTY,4.5,1468591,20M,42535,Free,Children,Action,2021
1937,Cover Fire: offline shooting games for free,BEAUTY,4.7,725897,31M,45974,Free,Teen,Action,2021
1938,Anger of stick 5 : zombie,BEAUTY,4.5,549039,23M,39016,Free,Teen,Action,2021
1939,CATS: Crash Arena Turbo Stars,BEAUTY,4.7,1559650,20M,33182,Free,Youth,Action,2021
1940,Soul Knight,BEAUTY,4.7,292164,59M,28507,Free,Youth,Action,2021
1941,Major Mayhem,BEAUTY,4.6,520962,39M,32065,Free,Teen,Action,2021
1942,DINO HUNTER: DEADLY SHORES,BEAUTY,4.4,1381820,54M,23129,Free,Teen,Action,2021
1943,Strawberry Shortcake BerryRush,BEAUTY,4.3,525517,48M,36064,Free,Youth,Action;Action & Adventure,2021
1944,Extreme Match,BEAUTY,4.5,696,20M,34031,Free,Youth,Action,2021
1945,Power Rangers Dino Charge,BEAUTY,4.3,194969,30M,41136,Free,Youth,Action,2021
1946,Zombie Hunter: Post Apocalypse Survival Games,BEAUTY,4.4,327599,66M,33366,Free,Teen,Action,2021
1947,Agar.io,BEAUTY,4.2,3816799,32M,40851,Free,Youth,Action,2021
1948,Zombie Hunter King,BEAUTY,4.3,10538,50M,48714,Free,Children,Action,2021
1949,Garena Free Fire,BEAUTY,4.5,5476569,53M,33912,Free,Teen,Action,2021
1950,Battlelands Royale,BEAUTY,4.4,105620,61M,38030,Free,Youth,Action,2021
1951,Once Upon a Tower,BEAUTY,4.7,37139,49M,23819,Free,Youth,Action,2021
1952,TEKKEN™,BEAUTY,4.2,147791,38M,46744,Free,Teen,Action,2021
1953,diep.io,BEAUTY,4.1,347883,20M,48122,Free,Youth,Action,2021
1954,Arrow.io,BEAUTY,4.5,343263,20M,32931,Free,Youth,Action,2021
1955,BEYBLADE BURST app,BEAUTY,4.5,216849,20M,47627,Free,Youth,Action;Action & Adventure,2022
1956,Dragon Hills,BEAUTY,4.5,354373,66M,48796,Free,Youth,Action,2022
1957,Bus Rush: Subway Edition,BEAUTY,4.1,753043,57M,44128,Free,Teen,Action,2022
1958,DC Super Hero Girls™,BEAUTY,4.3,43055,95M,24114,Free,Youth,Action;Action & Adventure,2022
1959,Tiny Archers,BEAUTY,4.5,80678,20M,42123,Free,Children,Action,2022
1960,Metal Soldiers 2,BEAUTY,4.4,153381,20M,49294,Free,Teen,Action,2022
1961,Runner 3d like,BEAUTY,4.5,559,32M,38066,Free,Youth,Action,2022
1962,War Robots,BEAUTY,4.6,3073251,33M,41004,Free,Youth,Action,2022
1963,Dinosaur Simulator: Dino World,BEAUTY,4,26649,66M,35323,Free,Teen,Action,2022
1964,GUNSHIP BATTLE: Helicopter 3D,BEAUTY,4.3,2151039,75M,46939,Free,Teen,Action,2022
1965,Quiz: Logo game,BEAUTY,4.5,306764,29M,46824,Free,Youth,Trivia,2022
1966,Candy Crush Saga,BEAUTY,4.4,22430188,74M,49190,Free,Youth,Casual,2022
1967,Plants vs. Zombies FREE,BEAUTY,4.4,4067651,69M,43680,Free,Youth,Strategy,2022
1968,Block Puzzle,BEAUTY,4.6,59907,7.8M,23385,Free,Youth,Puzzle,2022
1969,Helix Jump,BEAUTY,4.2,1500622,33M,23740,Free,Youth,Action,2022
1970,8 Ball Pool,BEAUTY,4.5,14201604,52M,20189,Free,Youth,Sports,2022
1971,Jewels Legend - Match 3 Puzzle,BEAUTY,4.6,280098,50M,46820,Free,Youth,Arcade,2022
1972,Bubble Shooter,BEAUTY,4.5,148990,46M,34855,Free,Youth,Casual,2022
1973,Solitaire,BEAUTY,4.7,154264,12M,34964,Free,Youth,Card,2022
1974,Bubble Shooter Genies,BEAUTY,4.5,26985,41M,37143,Free,Youth,Casual,2022
1975,Blossom Blast Saga,BEAUTY,4.5,1125438,63M,46973,Free,Youth,Casual,2022
1976,Traffic Racer,BEAUTY,4.5,5387781,53M,20440,Free,Youth,Racing,2022
1977,Hill Climb Racing,BEAUTY,4.4,8923847,63M,30844,Free,Youth,Racing,2022
1978,Earn to Die 2,BEAUTY,4.6,1327269,99M,40121,Free,Teen,Racing,2022
1979,Bubble Shooter 2,BEAUTY,4.3,23043,20M,25938,Free,Youth,Arcade,2022
1980,Candy Bomb,BEAUTY,4.4,42145,20M,49243,Free,Youth,Casual;Brain Games,2022
1981,Flow Free,BEAUTY,4.3,1295625,11M,42475,Free,Youth,Puzzle,2022
1982,Zombie Catchers,BEAUTY,4.7,990796,75M,36236,Free,Youth,Action,2022
1983,Gems or jewels ?,BEAUTY,4.7,171448,13M,43687,Free,Teen,Puzzle,2022
1984,Angry Birds Rio,BEAUTY,4.4,2610680,46M,20579,Free,Youth,Arcade,2022
1985,Candy Crush Jelly Saga,BEAUTY,4.3,1300619,78M,36671,Free,Youth,Puzzle,2022
1986,Cut the Rope FULL FREE,BEAUTY,4.4,2123793,49M,38833,Free,Youth,Puzzle,2022
1987,Jewels Star: OZ adventure,BEAUTY,4.5,21892,14M,37600,Free,Youth,Puzzle,2022
1988,Hungry Shark Evolution,BEAUTY,4.5,6074627,100M,43611,Free,Teen,Arcade,2022
1989,Power Pop Bubbles,BEAUTY,4.4,104303,20M,46652,Free,Youth,Arcade,2022
1990,Angry Birds Classic,BEAUTY,4.4,5566908,97M,37328,Free,Youth,Arcade,2022
1991,Best Fiends - Free Puzzle Game,BEAUTY,4.6,1480182,20M,49835,Free,Youth,Casual,2022
1992,Hill Climb Racing 2,BEAUTY,4.6,2750645,20M,27114,Free,Youth,Racing,2022
1993,Jewels classic Prince,BEAUTY,4.4,47644,15M,30704,Free,Youth,Puzzle,2022
1994,Fruit Block - Puzzle Legend,BEAUTY,4.6,125647,33M,40398,Free,Youth,Casual,2022
1995,Bubble Shooter Space,BEAUTY,4.2,4355,20M,23847,Free,Youth,Casual,2022
1996,Swamp Attack,BEAUTY,4.4,2119235,70M,45239,Free,Youth,Action,2022
1997,1LINE – One Line with One Touch,BEAUTY,4.6,214878,10M,45150,Free,Youth,Board,2022
1998,Stick War: Legacy,BEAUTY,4.6,811040,77M,40660,Free,Teen,Strategy,2022
